Resource ID,Resource Name,Resource URL,Description,Archived,Format,Type,Runtime,Subject Areas,Authoring Organization,Intended Audiences,Record Modified,Resource Revised
L002721112,Catching Up with PubMed,https://www.nlm.nih.gov/oet/ed/pubmed/pubmed-catchup.html,"Webinar provides attendees with an update on recent changes, improvements, and developments with PubMed.",false,MP4 Video,Webinar,55,PubMed; Data Management,Office of Engagement and Training,User; Trainer,10/26/2022 12:00:00 AM,01/14/2022 12:00:00 AM
L003369112,Changing the Face of Medicine: Celebrating America's Women Physicians - Lesson Plan,https://cfmedicine.nlm.nih.gov/resources/lesson_k_2.html,Teachers—bring the world of medicine into your classrooms. Lesson plans targeted for specific age groups within K-12 have been designed to enhance understanding of the physiology of the body and the field of medicine.,false,HTML,Page,,History of Medicine,History of Medicine,User; Trainer,04/06/2023 12:00:00 AM,07/03/2013 12:00:00 AM
L003384112,Citing MedlinePlus,https://medlineplus.gov/about/using/citation/,Learn how to cite various pages or information found on MedlinePlus.,false,HTML,Page,,MEDLINE,"MedlinePlus Team, LO/PSD/RWS",User; Trainer,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM
L001908112,ClinVar Submissions: Introducing Pre-Submission Validation,https://youtu.be/0W_BF84aDXA,This is a demonstration of a new feature in the ClinVar Submission Portal. Those of you who submit data files now have more control over how to deal with errors in your submitted files. You can now choose to have the data that passes pre-validation immediately sent to us.,false,MP4 Video,YouTube Video,6,Bioinformatics; Clinical Medicine,"Training Team, NCBI",User,12/01/2020 12:00:00 AM,08/12/2020 12:00:00 AM
L003221112,ClinicalTrials.gov,https://www.nnlm.gov/Br2XP,"A website and online database of clinical research studies and information about the study results. This brief guide to ClinicalTrials.gov is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.",false,PDF,Document,,ClinicalTrials.gov,Network of the National Library of Medicine,Trainer,09/12/2023 12:00:00 AM,08/12/2022 12:00:00 AM
L003643112,ClinicalTrials.gov Beta Demonstration - 2022 November,https://www.nlm.nih.gov/oet/ed/ct/2022_prs/2022_beta_demo.html,"A prerecorded demonstration by Christina Robinson, MA, ClinicalTrials.gov Beta Product Owner. The video highlights key features of the ClinicalTrials.gov Beta website related to conducting a search, the search results, and the study record page.",false,MP4 Video,Webinar,6,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",User; Trainer,05/12/2023 12:00:00 AM,11/09/2022 12:00:00 AM
L003386112,ClinicalTrials.gov FAQs,https://www.clinicaltrials.gov/about-site/new,Answers to frequently asked questions about ClinicalTrials.gov,false,HTML,Help Page or FAQ,,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",User; Trainer,06/26/2023 12:00:00 AM,06/26/2023 12:00:00 AM
L004244112,ClinicalTrials.gov Modernization Public Meeting,https://www.nlm.nih.gov/oet/ed/ct/2023_modernization/public_meeting.html,"On April 25, 2023, NLM hosted a virtual public meeting to provide a detailed look at the modernized ClinicalTrials.gov and Protocol Registration and Results System (PRS) websites, progress updates, and an opportunity to hear from modernization team members and other stakeholders. Adobe PDF handouts and transcripts for the main room and two breakout room presentations, as described in the meeting agenda are provided in the Webinar Materials box.",false,HTML,Webinar Source Page,132,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",User; Trainer,07/06/2023 12:00:00 AM,05/25/2023 12:00:00 AM
L001981112,ClinicalTrials.gov Modernization Update - 2021 February,https://www.nlm.nih.gov/oet/ed/ct/ct-update-2021.html,"On Thursday, February 18, 2021, Dr. Rebecca Williams, Acting Director of ClinicalTrials.gov provided an update on the progress of the ClinicalTrials.gov modernization effort and opportunity on how to volunteer to provide user feedback.",false,HTML,Webinar Source Page,62,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",User,05/12/2023 12:00:00 AM,03/05/2021 12:00:00 AM
L002481112,ClinicalTrials.gov Modernization Update - 2021 October,https://www.nlm.nih.gov/oet/ed/ct/ct-update-2021-10.html,"On October 7, 2021, Dr. Rebecca Williams, Acting Director of ClinicalTrials.gov provided an update on the progress of the ClinicalTrials.gov modernization effort.",false,HTML,Webinar Source Page,30,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",User,05/12/2023 12:00:00 AM,10/26/2021 12:00:00 AM
L003642112,ClinicalTrials.gov Modernization and Beta Sites Progress - 2022 October,https://www.nlm.nih.gov/oet/ed/ct/2022_prs/oct22_modernization_update.html,"On October 27, 2022, NLM hosted a live webinar, including a Q&A, to update the public on the progress of the ClinicalTrials.gov modernization effort and provide an overview of the ClinicalTrials.gov and Protocol Registration and Results System beta websites.",false,MP4 Video,Webinar,58,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",User; Trainer,05/12/2023 12:00:00 AM,11/21/2022 12:00:00 AM
L003644112,ClinicalTrials.gov Protocol Registration and Results System (PRS) Beta Demonstration - 2022 November,https://www.nlm.nih.gov/oet/ed/ct/2022_prs/2022_prs_demo.html,"A prerecorded demonstration by Stacey Arnold, PhD, PRS Subject Matter Expert. The video highlights key features of the PRS Beta website related to the Record List, including customizing Record List views, filtering Record List columns, and using the advanced filtering options.",false,MP4 Video,Webinar,11,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",User; Trainer,05/12/2023 12:00:00 AM,12/29/2022 12:00:00 AM
L002621112,ClinicalTrials.gov Protocol Registration and Results System (PRS) Beta Preview — 2021 December,https://www.nlm.nih.gov/oet/ed/ct/2021_prs.html,"A recorded demonstration presented by Heather Dobbins, PhD, lead results analyst and PRS product owner, previewing PRS Beta. PRS Beta will be released to the PRS Test system in early 2022 with an updated workflow management and give users an opportunity to explore the new PRS experience, performance of new technology, and to provide feedback to help improve future PRS Beta releases.",false,MP4 Video,Video Tutorial,9,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",User,05/12/2023 12:00:00 AM,12/08/2021 12:00:00 AM
L00652080,ClinicalTrials.gov Results Database Train-theTrainer Workshop,https://clinicaltrials.gov/ct2/manage-recs/present#ResultsTrainTrainer,"This workshop, developed for staff at National Institutes of Health (NIH) Clinical and Translational Science Award (CTSA) institutions, focused on the data entry content and format requirements of the results database and provided hands-on tutorials on PRS data entry. The materials on the Web site are from the workshops that were held in June and September 2015. ClinicalTrials.gov is considering offering more workshops, and information will be made available once the dates are confirmed.",false,MS Word,Document,,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",Trainer,02/18/2022 12:00:00 AM,05/24/2017 12:00:00 AM
L002761112,ClinicalTrials.gov Webinar: Learn About ClinicalTrials.gov Modernization and How to Provide Input -  2020 January,https://www.nlm.nih.gov/oet/ed/ct/modernization.html,"This webinar describes the modernization efforts, the Request for Information (RFI), and ways to share your feedback. Presented by Rebecca Williams, PharmD, MPH, Acting Director, ClinicalTrials.gov, NLM.",false,HTML,Webinar Source Page,31,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",User; Trainer,05/12/2023 12:00:00 AM,01/28/2020 12:00:00 AM
L001101112,ClinicalTrials.gov Webinar: Updated Quality Control and Posting Procedures - 2019 October,https://www.nlm.nih.gov/oet/ed/ct/30_day_post.html,"Beginning in January 2020, ClinicalTrials.gov is expecting to update posting procedures for submitted results information for applicable clinical trials. Consistent with 42 CFR Part 11, the National Library of Medicine (NLM) will publicly post submitted results information within 30 days of submission, regardless of whether the quality control (QC) review process is complete. This presentation from October 15, 2019 describes the updated procedures and includes a question-and-answer session with Rebecca Williams, PharmD, MPH, Acting Director, ClinicalTrials.gov, National Library of Medicine.",false,MP4 Video,Webinar,43,ClinicalTrials.gov,"ClinicalTrials.gov Team, NCBI",User,05/12/2023 12:00:00 AM,10/18/2019 12:00:00 AM
L00649080,ClinicalTrials.gov for Librarians,https://www.nnlm.gov/training/class-catalog/clinicaltrialsgov-librarians,"ClinicalTrials.gov is the openly available federal registry and results database of publicly and privately funded clinical studies conducted in the United States and around the world. ClinicalTrials.gov is a vital resource for researchers, healthcare providers, and health sciences librarians who wish to consult the entire body of evidence on any particular topic. The 4-credit self-paced course is divided into three modules that contain PowerPoint lectures, reading assignments, and discussion assignments.",false,HTML,Webinar Source Page,,ClinicalTrials.gov,Network of the National Library of Medicine,Trainer,10/21/2022 12:00:00 AM,09/30/2021 12:00:00 AM
L001541112,Clone FTP Files: Content and Uses for Genome Assemblies,https://www.youtube.com/watch?v=VS4c0A0qOLY,"This is a minor update to the video of the same name that was published in January 2017. Learn how to use clone FTP files to improve genome assemblies, detect potential structural variation, and place clones based on clone end sequences. Also see the companion video about using clone placements to interpret and improve assemblies. A link to that video is provided at the end of this video.",false,MP4 Video,YouTube Video,,Genetics and Molecular Biology,"Training Team, NCBI",User,06/17/2020 12:00:00 AM,04/15/2019 12:00:00 AM
L003302112,Cloud BLAST Made Easy with ElasticBLAST,https://www.youtube.com/watch?v=wbfQQP2gUTM,"This is a brief introduction to using ElasticBLAST, a cloud-based tool that allows you to run large BLAST searches efficiently at AWS (Amazon Web Services) and on GCP (Google Cloud Platform).",false,MP4 Video,YouTube Video,3,Genetics and Molecular Biology; NCBI Workshops,"Training Team, NCBI",User; Trainer,09/12/2022 12:00:00 AM,09/06/2022 12:00:00 AM
L00609080,Cn3D,https://www.ncbi.nlm.nih.gov/Structure/CN3D/cn3dtut.shtml,"Cn3D ('see in 3D') is a helper application for your web browser that allows you to view 3-dimensional structures from NCBI's Entrez Structure database. Cn3D is provided for Windows and Macintosh, and can be compiled on Unix. Cn3D simultaneously displays structure, sequence, and alignment, and now has powerful annotation and alignment editing features.",false,HTML,Tutorial,,Genetics and Molecular Biology; Microbiology; Immunology,"Training Team, NCBI",User,07/01/2020 12:00:00 AM,11/16/2016 12:00:00 AM
